time,accX,accY,accZ,gyrX,gyrY,gyrZ,accX_cal,accY_cal,accZ_cal,gyrX_cal,gyrY_cal,gyrZ_cal,Roll,Pitch,pose,X,Y
2023-01-19 01:24:08 +0000,-0.9345703125,-0.188720703125,0.246826171875,-2.2900763358778624,0.4427480916030534,-0.4122137404580153,-1.0040087890625,0.0087658691406249,-0.003663330078125,-0.7494656488549614,0.3812213740458015,0.43824427480916,-0.0400015986454879,-0.1880767334333407,center,0.082610495,0.0428937
2023-01-19 01:24:08 +0000,-0.93603515625,-0.18798828125,0.246826171875,-2.137404580152672,0.2137404580152671,-0.931297709923664,-1.0054736328125,0.0094982910156249,-0.003663330078125,-0.5967938931297707,0.1522137404580152,-0.0808396946564887,-0.0708208061143057,-0.2703969298679763,center,0.082610495,0.0428937
2023-01-19 01:24:08 +0000,-0.935791015625,-0.1875,0.246826171875,-1.862595419847328,-0.2290076335877862,-1.1908396946564883,-1.0052294921875,0.0099865722656249,-0.003663330078125,-0.3219847328244272,-0.2905343511450381,-0.3403816793893132,-0.1228946527127553,-0.3067075005706067,center,0.082610495,0.0428937
2023-01-19 01:24:08 +0000,-0.935546875,-0.1865234375,0.245361328125,-1.6946564885496185,-0.3511450381679389,-1.4045801526717556,-1.0049853515625,0.0109631347656249,-0.005128173828125,-0.1540458015267172,-0.4126717557251908,-0.5541221374045803,-0.1880553197404457,-0.3209582335576049,center,0.082610495,0.0428937
2023-01-19 01:24:08 +0000,-0.93505859375,-0.186767578125,0.24658203125,-1.6030534351145038,-0.4122137404580153,-1.4351145038167938,-1.0044970703125,0.0107189941406249,-0.003907470703125,-0.0624427480916027,-0.4737404580152672,-0.5846564885496185,-0.2332936726382662,-0.3216484773038841,center,0.082610495,0.0428937
2023-01-19 01:24:08 +0000,-0.93505859375,-0.18603515625,0.247314453125,-1.4809160305343512,-0.4580152671755725,-1.3893129770992367,-1.0044970703125,0.0114514160156249,-0.003175048828125,0.0596946564885498,-0.5195419847328244,-0.5388549618320614,-0.2688074957660285,-0.32856563158626,center,0.082610495,0.0428937
2023-01-19 01:24:08 +0000,-0.934326171875,-0.185791015625,0.246337890625,-1.236641221374046,-0.4885496183206106,-1.297709923664122,-1.0037646484375,0.0116955566406249,-0.004151611328125,0.3039694656488552,-0.5500763358778626,-0.4472519083969467,-0.3108380292603935,-0.3411388008308873,center,0.08141454,0.039769765
2023-01-19 01:24:08 +0000,-0.93408203125,-0.18505859375,0.246337890625,-1.099236641221374,-0.4885496183206106,-1.1755725190839694,-1.0035205078125,0.0124279785156249,-0.004151611328125,0.4413740458015269,-0.5500763358778626,-0.3251145038167941,-0.3473925703630999,-0.366024276342291,center,0.08141454,0.039769765
2023-01-19 01:24:08 +0000,-0.933837890625,-0.18505859375,0.246826171875,-1.0229007633587786,-0.4885496183206106,-1.1450381679389312,-1.0032763671875,0.0124279785156249,-0.003663330078125,0.5177099236641225,-0.5500763358778626,-0.2945801526717558,-0.3756063278293605,-0.3882922788327442,center,0.08141454,0.039769765
2023-01-19 01:24:08 +0000,-0.93408203125,-0.184814453125,0.247314453125,-1.0229007633587786,-0.5954198473282443,-1.083969465648855,-1.0035205078125,0.0126721191406249,-0.003175048828125,0.5177099236641225,-0.6569465648854962,-0.2335114503816796,-0.4061213908141627,-0.4134282155882413,center,0.08141454,0.039769765
2023-01-19 01:24:08 +0000,-0.93408203125,-0.18505859375,0.247314453125,-1.0381679389312977,-0.6412213740458015,-1.0076335877862594,-1.0035205078125,0.0124279785156249,-0.003175048828125,0.5024427480916034,-0.7027480916030534,-0.1571755725190841,-0.437218257627211,-0.4390886689811192,center,0.08141454,0.039769765
2023-01-19 01:24:08 +0000,-0.93408203125,-0.18408203125,0.24853515625,-1.0381679389312977,-0.5954198473282443,-0.931297709923664,-1.0035205078125,0.0134045410156249,-0.001954345703125,0.5024427480916034,-0.6569465648854962,-0.0808396946564887,-0.4517145180745591,-0.4747231089645404,center,0.08521971,0.041557983
2023-01-19 01:24:08 +0000,-0.93359375,-0.18359375,0.249267578125,-1.0076335877862594,-0.5038167938931297,-0.8702290076335878,-1.0030322265625,0.0138928222656249,-0.001221923828125,0.5329770992366416,-0.5653435114503816,-0.0197709923664124,-0.4515220335557011,-0.5142360232161343,center,0.08521971,0.041557983
2023-01-19 01:24:08 +0000,-0.932861328125,-0.182373046875,0.25,-0.9923664122137404,-0.3206106870229007,-0.7480916030534351,-1.0022998046875,0.0151135253906249,-0.000489501953125,0.5482442748091606,-0.3821374045801526,0.1023664122137402,-0.4305024152438664,-0.5679976454848673,center,0.08521971,0.041557983
2023-01-19 01:24:08 +0000,-0.93310546875,-0.181396484375,0.248779296875,-1.0534351145038168,-0.1221374045801526,-0.6412213740458015,-1.0025439453125,0.0160900878906249,-0.001710205078125,0.4871755725190843,-0.1836641221374046,0.2092366412213738,-0.4041170617547727,-0.6310323276989592,center,0.08521971,0.041557983
2023-01-19 01:24:08 +0000,-0.932373046875,-0.180908203125,0.248779296875,-1.1908396946564883,0.0610687022900763,-0.4885496183206106,-1.0018115234375,0.0165783691406249,-0.001710205078125,0.3497709923664125,-0.0004580152671755,0.3619083969465647,-0.3653125762626182,-0.7028196819029716,center,0.08521971,0.041557983
2023-01-19 01:24:08 +0000,-0.93359375,-0.18017578125,0.248779296875,-1.465648854961832,0.2290076335877862,-0.3969465648854962,-1.0030322265625,0.0173107910156249,-0.001710205078125,0.0749618320610689,0.1674809160305343,0.4535114503816791,-0.3168709761658815,-0.7785427606021557,center,0.08408412,0.04438398
