time,accX,accY,accZ,gyrX,gyrY,gyrZ,accX_cal,accY_cal,accZ_cal,gyrX_cal,gyrY_cal,gyrZ_cal,Roll,Pitch,pose,X,Y
2023-02-03 03:33:27 +0000,-0.84375,-0.50634765625,0.05322265625,-3.9083969465648853,-0.1984732824427481,-0.4580152671755725,-0.9986328125,-0.002797851562500009,0.014925537109374998,-0.4287786259541986,1.2550381679389315,0.37503816793893063,0.35647204858775705, 0.025082439700863386,other,-0.0071129524,-0.13721257
2023-02-03 03:33:27 +0000,-0.843994140625,-0.505859375,0.052001953125,-3.068702290076336,0.2900763358778626,-0.16793893129770993,-0.998876953125,-0.002309570312500009,0.013704833984374998,0.4109160305343509,1.7435877862595424,0.6651145038167932,0.5946922362658148, 0.002094273987445709,other,-0.0071129524,-0.13721257
2023-02-03 03:33:27 +0000,-0.843505859375,-0.506103515625,0.05126953125,-2.4122137404580153,0.7022900763358778,-0.07633587786259542,-0.998388671875,-0.002553710937500009,0.012972412109374998,1.0674045801526715,2.1558015267175574,0.7567175572519077,0.7963299435851556, -0.027045967643116453,other,-0.0071129524,-0.13721257
2023-02-03 03:33:27 +0000,-0.843505859375,-0.508056640625,0.052001953125,-1.3893129770992367,1.297709923664122,0.07633587786259542,-0.998388671875,-0.004506835937500009,0.013704833984374998,2.0903053435114503,2.7512213740458016,0.9093893129770986,1.0182906979505573, -0.04777217905283904,other,-0.0071129524,-0.13721257
2023-02-03 03:33:27 +0000,-0.844482421875,-0.508056640625,0.0517578125,-0.5648854961832062,1.4809160305343512,0.04580152671755725,-0.999365234375,-0.004506835937500009,0.013460693359374998,2.914732824427481,2.934427480916031,0.8788549618320604,1.2201247224548077, -0.06883911767274355,other,-0.0034395088,-0.13598794
2023-02-03 03:33:27 +0000,-0.844970703125,-0.508544921875,0.050048828125,0.6717557251908397,1.5572519083969465,-0.16793893129770993,-0.999853515625,-0.004995117187500009,0.011751708984374998,4.151374045801527,3.010763358778626,0.6651145038167932,1.3873968535456311, -0.06883043769950666,other,-0.0034395088,-0.13598794
2023-02-03 03:33:27 +0000,-0.845703125,-0.5068359375,0.05029296875,1.4351145038167938,1.5114503816793894,-0.3969465648854962,-1.0005859375,-0.003286132812500009,0.011995849609374998,4.914732824427481,2.964961832061069,0.43610687022900696,1.534966297962959, -0.0675478882477699,other,-0.0034395088,-0.13598794
2023-02-03 03:33:27 +0000,-0.84619140625,-0.503662109375,0.048583984375,2.122137404580153,1.450381679389313,-0.6259541984732825,-1.00107421875,-0.00011230468750000888,0.010286865234374998,5.60175572519084,2.9038931297709927,0.20709923664122065,1.6482589876529674, -0.07469882989582186,other,-0.0034395088,-0.13598794
2023-02-03 03:33:27 +0000,-0.84619140625,-0.502197265625,0.0478515625,2.4580152671755724,1.4351145038167938,-0.6870229007633588,-1.00107421875,0.0013525390624999911,0.009554443359374998,5.937633587786259,2.8886259541984733,0.14603053435114433,1.7443352241183963, -0.08765131027991681,other,-0.0034395088,-0.13598794
2023-02-03 03:33:27 +0000,-0.8466796875,-0.501708984375,0.0478515625,2.6564885496183206,1.5114503816793894,-0.6564885496183206,-1.0015625,0.0018408203124999911,0.009554443359374998,6.136106870229007,2.964961832061069,0.17656488549618254,1.8386847354414595, -0.10530513831406593,other,-0.004416851,-0.13083643
2023-02-03 03:33:27 +0000,-0.84716796875,-0.500244140625,0.0478515625,2.6259541984732824,1.5419847328244274,-0.6259541984732825,-1.00205078125,0.003305664062499991,0.009554443359374998,6.105572519083969,2.9954961832061073,0.20709923664122065,1.9269155656350245, -0.13437270787498917,other,-0.004416851,-0.13083643
2023-02-03 03:33:27 +0000,-0.84814453125,-0.49853515625,0.047607421875,2.4732824427480917,1.5877862595419847,-0.8244274809160306,-1.00302734375,0.005014648437499991,0.009310302734374998,5.9529007633587785,3.0412977099236644,0.008625954198472563,2.0087361752966473, -0.15501109583144043,other,-0.004416851,-0.13083643
2023-02-03 03:33:27 +0000,-0.85009765625,-0.495849609375,0.0478515625,2.213740458015267,1.4351145038167938,-0.9618320610687023,-1.00498046875,0.007700195312499991,0.009554443359374998,5.693358778625954,2.8886259541984733,-0.1287786259541992,2.070804685900134, -0.18052989199042285,other,-0.004416851,-0.13083643
2023-02-03 03:33:27 +0000,-0.8505859375,-0.494873046875,0.047607421875,1.6641221374045803,1.0076335877862594,-0.9007633587786259,-1.00546875,0.008676757812499991,0.009310302734374998,5.143740458015267,2.461145038167939,-0.06770992366412276,2.0877540882099423, -0.214882162683138,other,-0.004416851,-0.13083643
2023-02-03 03:33:27 +0000,-0.850341796875,-0.4951171875,0.048828125,1.3129770992366412,0.8244274809160306,-0.7480916030534351,-1.005224609375,0.008432617187499991,0.010531005859374998,4.792595419847328,2.2779389312977103,0.084961832061068,2.096931890129282, -0.25615170675551197,other,-0.00038086457,-0.12441814
2023-02-03 03:33:27 +0000,-0.849853515625,-0.495849609375,0.050048828125,0.9923664122137404,0.6717557251908397,-0.6106870229007634,-1.004736328125,0.007700195312499991,0.011751708984374998,4.471984732824427,2.125267175572519,0.22236641221373976,2.1015689311030217, -0.2987563726283142,other,-0.00038086457,-0.12441814
2023-02-03 03:33:27 +0000,-0.849365234375,-0.496826171875,0.050048828125,0.8549618320610687,0.6717557251908397,-0.4580152671755725,-1.004248046875,0.006723632812499991,0.011751708984374998,4.334580152671755,2.125267175572519,0.37503816793893063,2.106458331180487, -0.3422305700199209,other,-0.00038086457,-0.12441814
